BOWLING,over,Mins,Runs,Wicket,Economy,Zeros,fours,sixs,Wide,Noball,counter,bowl_team,Date,Season,Toss_team,First_innings,second_innings,bat_field,Team1_Won,Team2_lost,Player Of The Match,Stadium,Umpires1,Umpires2,TV_Umpire,Res_Umpire,Match_Ref,ImpactPlayers1,Replace1Player1,ImpactPlayers2,ReplacePlayer2,impactTeam1,impactTeam2,T20_debut_1,T20_debut_2
Harshal Patel,4.0,0,43.0,1,10.75,6,3,2,1,1,5,Royal Challengers Bangalore,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Karn Sharma,4.0,0,32.0,2,8.0,7,1,2,1,0,5,Royal Challengers Bangalore,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Michael Bracewell,2.0,0,16.0,1,8.0,6,3,0,0,0,5,Royal Challengers Bangalore,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Glenn Maxwell,1.0,0,16.0,0,16.0,0,1,1,1,0,5,Royal Challengers Bangalore,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Jason Behrendorff,3.0,0,37.0,0,12.33,6,3,3,0,0,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Arshad Khan,2.2,0,28.0,1,12.0,7,2,2,4,0,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Jofra Archer,4.0,0,33.0,0,8.25,10,2,2,0,0,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Piyush Chawla,4.0,0,26.0,0,6.5,11,2,1,0,0,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Cameron Green,2.0,0,30.0,1,15.0,4,2,3,0,0,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Hrithik Shokeen,1.0,0,17.0,0,17.0,0,0,2,0,0,5,Mumbai Indians,2023-04-02,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Mumbai Indians,Faf du Plessis,"M Chinnaswamy Stadium, Bengaluru",Nitin Menon,Tapan Sharma,Virender Sharma,Abhijit Bengeri,Javagal Srinath,Jason Behrendorff,Suryakumar Yadav,,,Mumbai Indians,,Arshad  Khan,Nehal  Wadhera
Kyle Mayers,2.0,0,16.0,0,8.0,1,1,0,1,0,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Avesh Khan,3.0,0,39.0,1,13.0,4,6,0,1,0,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Krunal Pandya,2.0,0,21.0,0,10.5,4,1,2,0,0,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Krishnappa Gowtham,1.0,0,20.0,0,20.0,2,0,3,0,0,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Mark Wood,4.0,0,49.0,3,12.25,9,3,5,0,0,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Yash Thakur,4.0,0,36.0,0,9.0,4,3,1,0,1,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Ravi Bishnoi,4.0,0,28.0,3,7.0,13,1,2,1,0,6,Lucknow Super Giants,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Deepak Chahar,4.0,0,55.0,0,13.75,6,7,1,5,0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Ben Stokes,1.0,0,18.0,0,18.0,0,2,1,0,0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Tushar Deshpande,4.0,0,45.0,2,11.25,7,2,2,4,3,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Moeen Ali,4.0,0,26.0,4,6.5,10,0,1,1,0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Mitchell Santner,4.0,0,21.0,1,5.25,9,0,1,0,0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Rajvardhan Hangargekar,2.0,0,24.0,0,12.0,4,2,1,3,0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Ravindra Jadeja,1.0,0,14.0,0,14.0,2,0,2,0,0,6,Chennai Super Kings,2023-04-03,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,Lucknow Super Giants,Moeen Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Akshay Totre,Bruce Oxenford,Ulhas Gandhe,Pranav Joshi,Manu Nayyar,Ayush Badoni,Avesh Khan,Tushar Deshpande,Ambati Rayudu,Lucknow Super Giants,Chennai Super Kings,,
Mohammed Shami,4.0,0,41.0,3,10.25,15,5,1,4,0,7,Gujarat Titans,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Josh Little,4.0,0,27.0,0,6.75,11,2,1,0,0,7,Gujarat Titans,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Hardik Pandya,3.0,0,18.0,0,6.0,6,2,0,0,0,7,Gujarat Titans,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Alzarri Joseph,4.0,0,29.0,2,7.25,13,3,1,1,0,7,Gujarat Titans,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Yash Dayal,1.0,0,12.0,0,12.0,0,0,1,0,0,7,Gujarat Titans,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Rashid Khan,4.0,0,31.0,3,7.75,9,2,2,0,0,7,Gujarat Titans,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Khaleel Ahmed,4.0,0,38.0,1,9.5,9,5,1,1,0,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Mukesh Kumar,4.0,0,42.0,0,10.5,8,5,2,1,0,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Anrich Nortje,4.0,0,39.0,2,9.75,9,3,2,0,2,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Mitchell Marsh,3.1,0,24.0,1,7.57,4,1,0,1,0,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Kuldeep Yadav,3.0,0,18.0,0,6.0,5,1,0,1,0,7,Delhi Capitals,2023-04-04,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,Delhi Capitals,Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Nand Kishore,Sadashiv Iyer,Anil Chaudhary,Madanagopal Kuppuraj,Daniel Manohar,Khaleel Ahmed,Sarfaraz Khan,Vijay Shankar,Josh Little,Delhi Capitals,Gujarat Titans,,
Trent Boult,4.0,0,38.0,0,9.5,8,3,2,1,0,8,Rajasthan Royals,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
KM Asif,4.0,0,54.0,0,13.5,7,5,3,3,1,8,Rajasthan Royals,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Ravichandran Ashwin,4.0,0,25.0,1,6.25,7,2,0,1,0,8,Rajasthan Royals,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Jason Holder,4.0,0,29.0,2,7.25,7,2,1,0,0,8,Rajasthan Royals,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Yuzvendra Chahal,4.0,0,50.0,1,12.5,5,7,1,1,0,8,Rajasthan Royals,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Sam Curran,4.0,0,44.0,0,11.0,7,3,3,0,0,8,Punjab Kings,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Arshdeep Singh,4.0,0,47.0,2,11.75,10,4,3,3,0,8,Punjab Kings,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Harpreet Brar,2.0,0,15.0,0,7.5,5,2,0,0,0,8,Punjab Kings,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Nathan Ellis,4.0,0,30.0,4,7.5,11,2,2,0,0,8,Punjab Kings,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Rahul Chahar,4.0,0,31.0,0,7.75,5,1,1,0,0,8,Punjab Kings,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Sikandar Raza,2.0,0,24.0,0,12.0,2,1,1,2,0,8,Punjab Kings,2023-04-05,2023,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,Nathan Ellis,"Barsapara Cricket Stadium, Guwahati",KN Ananthapadmanabhan,Saidharshan Kumar,Rohan Pandit,Abhijit Bhattacharya,Narayanan Kutty,Dhruv Jurel,Yuzvendra Chahal,Rishi Dhawan,Prabhsimran Singh,Rajasthan Royals,Punjab Kings,,
Mohammed Siraj,4.0,0,44.0,1,11.0,13,6,1,3,1,9,Royal Challengers Bangalore,2023-04-06,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,Shardul Thakur,"Eden Gardens, Kolkata",Vinod Seshan,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Anuj Rawat,Mohammed Siraj,Suyash Sharma,Venkatesh Iyer,Royal Challengers Bangalore,Kolkata Knight Riders,Suyash  Sharma,
David Willey,4.0,1,16.0,2,4.0,15,2,0,1,0,9,Royal Challengers Bangalore,2023-04-06,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,Shardul Thakur,"Eden Gardens, Kolkata",Vinod Seshan,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Anuj Rawat,Mohammed Siraj,Suyash Sharma,Venkatesh Iyer,Royal Challengers Bangalore,Kolkata Knight Riders,Suyash  Sharma,
Akash Deep,2.0,0,30.0,0,15.0,4,2,2,1,2,9,Royal Challengers Bangalore,2023-04-06,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,Shardul Thakur,"Eden Gardens, Kolkata",Vinod Seshan,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Anuj Rawat,Mohammed Siraj,Suyash Sharma,Venkatesh Iyer,Royal Challengers Bangalore,Kolkata Knight Riders,Suyash  Sharma,
Michael Bracewell,3.0,0,34.0,1,11.33,3,1,3,0,0,9,Royal Challengers Bangalore,2023-04-06,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,Shardul Thakur,"Eden Gardens, Kolkata",Vinod Seshan,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Anuj Rawat,Mohammed Siraj,Suyash Sharma,Venkatesh Iyer,Royal Challengers Bangalore,Kolkata Knight Riders,Suyash  Sharma,
Shahbaz Ahmed,1.0,0,6.0,0,6.0,3,1,0,0,0,9,Royal Challengers Bangalore,2023-04-06,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,Shardul Thakur,"Eden Gardens, Kolkata",Vinod Seshan,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Anuj Rawat,Mohammed Siraj,Suyash Sharma,Venkatesh Iyer,Royal Challengers Bangalore,Kolkata Knight Riders,Suyash  Sharma,
Karn Sharma,3.0,0,26.0,2,8.66,6,2,1,0,0,9,Royal Challengers Bangalore,2023-04-06,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,Shardul Thakur,"Eden Gardens, Kolkata",Vinod Seshan,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Anuj Rawat,Mohammed Siraj,Suyash Sharma,Venkatesh Iyer,Royal Challengers Bangalore,Kolkata Knight Riders,Suyash  Sharma,
Harshal Patel,3.0,0,38.0,1,12.66,5,4,2,1,0,9,Royal Challengers Bangalore,2023-04-06,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,Shardul Thakur,"Eden Gardens, Kolkata",Vinod Seshan,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Anuj Rawat,Mohammed Siraj,Suyash Sharma,Venkatesh Iyer,Royal Challengers Bangalore,Kolkata Knight Riders,Suyash  Sharma,
Umesh Yadav,2.0,0,17.0,0,8.5,5,3,0,0,0,9,Kolkata Knight Riders,2023-04-06,2023,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,Royal Challengers Bangalore,Shardul Thakur,"Eden Gardens, Kolkata",Vinod Seshan,Virender Sharma,Nitin Menon,Abhijit Bengeri,Shakti Singh,Anuj Rawat,Mohammed Siraj,Suyash Sharma,Venkatesh Iyer,Royal Challengers Bangalore,Kolkata Knight Riders,Suyash  Sharma,
